ln_a,Q,H,Q_prime,H_prime,D_s,Xi_s,W_s,scaled_constraint_residual
1.825662155607653991e+00,1.032681829129499018e+00,1.001864170158456524e+00,-8.043901779707688174e-03,-5.592469424009607892e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201645366235748913e+00,1.474793708224951459e-16
1.825949978744278335e+00,1.032679514907355101e+00,1.001862561211093849e+00,-8.036961729429184173e-03,-5.587642649654327165e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201643945795115798e+00,1.928348184621760275e-16
1.826237801880902678e+00,1.032677202681856476e+00,1.001860953652389030e+00,-8.030027664717718713e-03,-5.582820041159120873e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201642526581006010e+00,1.534506894302460570e-16
1.826525625017526799e+00,1.032674892451282078e+00,1.001859347481143692e+00,-8.023099580414505202e-03,-5.578001594928634101e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201641108592359508e+00,2.132707916297417077e-16
1.826813448154151143e+00,1.032672584213909506e+00,1.001857742696159681e+00,-8.016177471365225696e-03,-5.573187307370623157e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201639691828117806e+00,4.975087934150358473e-16
1.827101271290775486e+00,1.032670277968022132e+00,1.001856139296241288e+00,-8.009261332419971915e-03,-5.568377174895939100e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201638276287222640e+00,4.105661662099827958e-16
1.827389094427399607e+00,1.032667973711900444e+00,1.001854537280192803e+00,-8.002351158433299028e-03,-5.563571193918534670e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201636861968618408e+00,1.634836217189647769e-16
1.827676917564023951e+00,1.032665671443828037e+00,1.001852936646819403e+00,-7.995446944264166661e-03,-5.558769360855456490e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201635448871248180e+00,5.751660244279279933e-16
1.827964740700648072e+00,1.032663371162092947e+00,1.001851337394928931e+00,-7.988548684775959724e-03,-5.553971672126838122e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201634036994057464e+00,1.474831489878602563e-16
1.828252563837272415e+00,1.032661072864978768e+00,1.001849739523327676e+00,-7.981656374836504017e-03,-5.549178124155909608e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201632626335992216e+00,1.883786207843370278e-16
1.828540386973896759e+00,1.032658776550775759e+00,1.001848143030825034e+00,-7.974770009318010722e-03,-5.544388713368975791e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201631216895999055e+00,2.701212535474021887e-16
1.828828210110520880e+00,1.032656482217773286e+00,1.001846547916230845e+00,-7.967889583097147524e-03,-5.539603436195448399e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201629808673026156e+00,1.474845591221574086e-16
1.829116033247145223e+00,1.032654189864262051e+00,1.001844954178355396e+00,-7.961015091054955348e-03,-5.534822289067800084e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201628401666021695e+00,3.347730730639573550e-16
1.829403856383769345e+00,1.032651899488535419e+00,1.001843361816010747e+00,-7.954146528076889988e-03,-5.530045268421587834e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201626995873935844e+00,6.557995706026025677e-16
1.829691679520393688e+00,1.032649611088888530e+00,1.001841770828010514e+00,-7.947283889052822112e-03,-5.525272370695449506e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201625591295719220e+00,1.474859656285545758e-16
1.829979502657018031e+00,1.032647324663614974e+00,1.001840181213166980e+00,-7.940427168877000827e-03,-5.520503592331084744e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201624187930322218e+00,2.240500830160992281e-16
1.830267325793642152e+00,1.032645040211013221e+00,1.001838592970295982e+00,-7.933576362448086644e-03,-5.515738929773281000e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201622785776698343e+00,3.968256517532382101e-16
1.830555148930266496e+00,1.032642757729380856e+00,1.001837006098213134e+00,-7.926731464669132393e-03,-5.510978379469883177e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201621384833800210e+00,4.202345721261704942e-16
1.830842972066890617e+00,1.032640477217019681e+00,1.001835420595735604e+00,-7.919892470447555469e-03,-5.506221937871800566e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201619985100581989e+00,3.592992699922525715e-16
1.831130795203514960e+00,1.032638198672229946e+00,1.001833836461681004e+00,-7.913059374695182932e-03,-5.501469601433011183e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201618586575998959e+00,5.004931561108733325e-16
1.831418618340139304e+00,1.032635922093315450e+00,1.001832253694868724e+00,-7.906232172328190796e-03,-5.496721366610544425e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201617189259007068e+00,2.949775355895046246e-16
1.831706441476763425e+00,1.032633647478579997e+00,1.001830672294118374e+00,-7.899410858267175151e-03,-5.491977229864502749e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201615793148562927e+00,1.474892334204085854e-16
1.831994264613387768e+00,1.032631374826330051e+00,1.001829092258250897e+00,-7.892595427437061953e-03,-5.487237187658028717e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201614398243624038e+00,1.474896986463926224e-16
1.832282087750011890e+00,1.032629104134872300e+00,1.001827513586088347e+00,-7.885785874767167747e-03,-5.482501236457322340e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201613004543149676e+00,1.088681664914444799e-16
1.832569910886636233e+00,1.032626835402515875e+00,1.001825936276453888e+00,-7.878982195191171906e-03,-5.477769372731636742e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201611612046099342e+00,2.678978553717958307e-16
1.832857734023260576e+00,1.032624568627571682e+00,1.001824360328171348e+00,-7.872184383647092346e-03,-5.473041592953261682e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201610220751432756e+00,2.949821838594422866e-16
1.833145557159884698e+00,1.032622303808350184e+00,1.001822785740065891e+00,-7.865392435077347977e-03,-5.468317893597548704e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201608830658112304e+00,3.879143419747855142e-16
1.833433380296509041e+00,1.032620040943166062e+00,1.001821212510963788e+00,-7.858606344428670232e-03,-5.463598271142875579e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201607441765099704e+00,3.697082149308183504e-16
1.833721203433133162e+00,1.032617780030333998e+00,1.001819640639691977e+00,-7.851826106652151638e-03,-5.458882722070665383e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201606054071357566e+00,1.586589502199455041e-16
1.834009026569757506e+00,1.032615521068168229e+00,1.001818070125078064e+00,-7.845051716703245817e-03,-5.454171242865380430e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201604667575850716e+00,4.867530459404486289e-16
1.834296849706381849e+00,1.032613264054988766e+00,1.001816500965951873e+00,-7.838283169541715445e-03,-5.449463830014502318e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201603282277543538e+00,5.818751632624267521e-16
1.834584672843005970e+00,1.032611008989113399e+00,1.001814933161143450e+00,-7.831520460131710312e-03,-5.444760480008570963e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201601898175402638e+00,2.682723661167064556e-16
1.834872495979630314e+00,1.032608755868862582e+00,1.001813366709483510e+00,-7.824763583441666712e-03,-5.440061189341131691e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201600515268394176e+00,3.358983354223418791e-16
1.835160319116254435e+00,1.032606504692558547e+00,1.001811801609804542e+00,-7.818012534444383765e-03,-5.435365954508764724e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201599133555486087e+00,1.474947898512117682e-16
1.835448142252878778e+00,1.032604255458523967e+00,1.001810237860939035e+00,-7.811267308116968781e-03,-5.430674772011073043e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201597753035645866e+00,4.945598238575379386e-16
1.835735965389503122e+00,1.032602008165085072e+00,1.001808675461722142e+00,-7.804527899440849396e-03,-5.425987638350673707e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201596373707844112e+00,4.424871311065256680e-16
1.836023788526127243e+00,1.032599762810566979e+00,1.001807114410988575e+00,-7.797794303401810873e-03,-5.421304550033219545e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201594995571051427e+00,3.188081531628586525e-16
1.836311611662751586e+00,1.032597519393297469e+00,1.001805554707574153e+00,-7.791066514989905892e-03,-5.416625503567362721e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201593618624237525e+00,1.474966293067829288e-16
1.836599434799375707e+00,1.032595277911606324e+00,1.001803996350316472e+00,-7.784344529199526547e-03,-5.411950495464772949e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201592242866375670e+00,2.786793229335366523e-16
1.836887257936000051e+00,1.032593038363823323e+00,1.001802439338053352e+00,-7.777628341029368779e-03,-5.407279522240133161e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201590868296438241e+00,3.515080656436494800e-16
1.837175081072624394e+00,1.032590800748282023e+00,1.001800883669624387e+00,-7.770917945482420236e-03,-5.402612580411125624e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201589494913398726e+00,1.474980047576741769e-16
1.837462904209248515e+00,1.032588565063313313e+00,1.001799329343869172e+00,-7.764213337566000170e-03,-5.397949666498454493e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201588122716232832e+00,3.065486833153054576e-16
1.837750727345872859e+00,1.032586331307253635e+00,1.001797776359629299e+00,-7.757514512291702191e-03,-5.393290777025814588e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201586751703915823e+00,3.422203333365843835e-16
1.838038550482497202e+00,1.032584099478439876e+00,1.001796224715747030e+00,-7.750821464675404678e-03,-5.388635908519893991e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201585381875424297e+00,2.155136816127855964e-16
1.838326373619121323e+00,1.032581869575209144e+00,1.001794674411065067e+00,-7.744134189737311540e-03,-5.383985057510403544e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201584013229734627e+00,5.068295114345009413e-16
1.838614196755745667e+00,1.032579641595900766e+00,1.001793125444428334e+00,-7.737452682501869822e-03,-5.379338220530010921e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201582645765826962e+00,4.626126960327570202e-16
1.838902019892369788e+00,1.032577415538854959e+00,1.001791577814681089e+00,-7.730776937997844295e-03,-5.374695394114415228e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201581279482678788e+00,4.889953803120353132e-16
1.839189843028994131e+00,1.032575191402414827e+00,1.001790031520670476e+00,-7.724106951258264547e-03,-5.370056574802282816e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201579914379271141e+00,2.318644287972251839e-16
1.839477666165618475e+00,1.032572969184922584e+00,1.001788486561242753e+00,-7.717442717320428455e-03,-5.365421759135265492e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201578550454584615e+00,2.939183429898316460e-16
1.839765489302242596e+00,1.032570748884724443e+00,1.001786942935246616e+00,-7.710784231225930804e-03,-5.360790943658022209e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201577187707600469e+00,1.475167660740494013e-16
1.840053312438866939e+00,1.032568530500165505e+00,1.001785400641530988e+00,-7.704131488020593901e-03,-5.356164124918155744e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201575826137302405e+00,4.005625154937159789e-16
1.840341135575491061e+00,1.032566314029594423e+00,1.001783859678946342e+00,-7.697484482754549107e-03,-5.351541299466291632e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201574465742673681e+00,2.950060357339557517e-16
1.840628958712115404e+00,1.032564099471359187e+00,1.001782320046342933e+00,-7.690843210482162240e-03,-5.346922463856000098e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201573106522697998e+00,2.114292877515828505e-16
1.840916781848739747e+00,1.032561886823811559e+00,1.001780781742573678e+00,-7.684207666262044857e-03,-5.342307614643834225e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201571748476361723e+00,6.264856353834835746e-16
1.841204604985363869e+00,1.032559676085304634e+00,1.001779244766492161e+00,-7.677577845157109761e-03,-5.337696748389337761e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201570391602650556e+00,1.226219317123513085e-16
1.841492428121988212e+00,1.032557467254189953e+00,1.001777709116951520e+00,-7.670953742234455641e-03,-5.333089861654985268e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201569035900551530e+00,7.617434707549748624e-17
1.841780251258612333e+00,1.032555260328822166e+00,1.001776174792806673e+00,-7.664335352565487640e-03,-5.328486951006258451e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201567681369052565e+00,1.631248272380356816e-16
1.842068074395236676e+00,1.032553055307558809e+00,1.001774641792914533e+00,-7.657722671225808929e-03,-5.323888013011572433e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201566328007142470e+00,4.302934829387450106e-16
1.842355897531861020e+00,1.032550852188757418e+00,1.001773110116131793e+00,-7.651115693295279692e-03,-5.319293044242317386e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201564975813811387e+00,5.436272262978738254e-16
1.842643720668485141e+00,1.032548650970777304e+00,1.001771579761316922e+00,-7.644514413858011052e-03,-5.314702041272852465e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201563624788049456e+00,3.604369207560463702e-16
1.842931543805109484e+00,1.032546451651978447e+00,1.001770050727328387e+00,-7.637918828002300889e-03,-5.310115000680466768e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201562274928848151e+00,2.957816771530299732e-16
1.843219366941733606e+00,1.032544254230722824e+00,1.001768523013026435e+00,-7.631328930820726643e-03,-5.305531919045426183e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201560926235200277e+00,3.886785252808492796e-16
1.843507190078357949e+00,1.032542058705374410e+00,1.001766996617272198e+00,-7.624744717410058582e-03,-5.300952792950941288e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201559578706098197e+00,9.661240014629430942e-17
1.843795013214982292e+00,1.032539865074297181e+00,1.001765471538927477e+00,-7.618166182871288425e-03,-5.296377618983160417e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201558232340536714e+00,2.021431757388040445e-16
1.844082836351606414e+00,1.032537673335858219e+00,1.001763947776855401e+00,-7.611593322309649287e-03,-5.291806393731203484e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201556887137510188e+00,1.542087234081487816e-16
1.844370659488230757e+00,1.032535483488423500e+00,1.001762425329919548e+00,-7.605026130834552367e-03,-5.287239113787099536e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201555543096014977e+00,3.351722407428232019e-16
1.844658482624854878e+00,1.032533295530364104e+00,1.001760904196985491e+00,-7.598464603559647659e-03,-5.282675775745853536e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201554200215047441e+00,1.779908504441523100e-16
1.844946305761479222e+00,1.032531109460049557e+00,1.001759384376918804e+00,-7.591908735602779720e-03,-5.278116376205383917e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201552858493605047e+00,2.950204512715433744e-16
1.845234128898103565e+00,1.032528925275851162e+00,1.001757865868586173e+00,-7.585358522085986800e-03,-5.273560911766552936e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201551517930686153e+00,1.475106728409979768e-16
1.845521952034727686e+00,1.032526742976142664e+00,1.001756348670855612e+00,-7.578813958135535538e-03,-5.269009379033168412e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201550178525289780e+00,3.563549098330973118e-16
1.845809775171352030e+00,1.032524562559298698e+00,1.001754832782596250e+00,-7.572275038881844632e-03,-5.264461774611942091e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201548840276416730e+00,5.209701142978165100e-16
1.846097598307976151e+00,1.032522384023695672e+00,1.001753318202678100e+00,-7.565741759459568977e-03,-5.259918095112543421e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201547503183068244e+00,1.791069720031448516e-16
1.846385421444600494e+00,1.032520207367709997e+00,1.001751804929971179e+00,-7.559214115007525069e-03,-5.255378337147551850e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201546167244245122e+00,2.088345857314867766e-16
1.846673244581224838e+00,1.032518032589721191e+00,1.001750292963347722e+00,-7.552692100668707484e-03,-5.250842497332463762e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201544832458950829e+00,3.318319689166055010e-16
1.846961067717848959e+00,1.032515859688109439e+00,1.001748782301680407e+00,-7.546175711590326178e-03,-5.246310572285723707e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201543498826188383e+00,4.514853865987769110e-16
1.847248890854473302e+00,1.032513688661256479e+00,1.001747272943843470e+00,-7.539664942923729289e-03,-5.241782558628656739e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201542166344963469e+00,2.950275850909167860e-16
1.847536713991097646e+00,1.032511519507544939e+00,1.001745764888710699e+00,-7.533159789824456914e-03,-5.237258452985531741e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201540835014279551e+00,2.950284733765766297e-16
1.847824537127721767e+00,1.032509352225359667e+00,1.001744258135158328e+00,-7.526660247452236774e-03,-5.232738251983531062e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201539504833144090e+00,7.246094485535929670e-17
1.848112360264346110e+00,1.032507186813086175e+00,1.001742752682062809e+00,-7.520166310970919157e-03,-5.228221952252725367e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201538175800563657e+00,4.719258372574808556e-17
1.848400183400970231e+00,1.032505023269110422e+00,1.001741248528301487e+00,-7.513677975548575805e-03,-5.223709550426122207e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201536847915546380e+00,3.946346391470330705e-16
1.848688006537594575e+00,1.032502861591824361e+00,1.001739745672753923e+00,-7.507195236357364597e-03,-5.219201043139601835e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201535521177100607e+00,3.938920386700827372e-17
1.848975829674218918e+00,1.032500701779614616e+00,1.001738244114298793e+00,-7.500718088573668334e-03,-5.214696427031976188e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201534195584236686e+00,1.805960544721794411e-16
1.849263652810843039e+00,1.032498543830873361e+00,1.001736743851816547e+00,-7.494246527378001059e-03,-5.210195698744959393e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201532871135964520e+00,1.869134803431973424e-16
1.849551475947467383e+00,1.032496387743993882e+00,1.001735244884188747e+00,-7.487780547954995050e-03,-5.205698854923131343e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201531547831294899e+00,5.371448113931716564e-16
1.849839299084091504e+00,1.032494233517370796e+00,1.001733747210298509e+00,-7.481320145493473676e-03,-5.201205892214007948e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201530225669241059e+00,3.669535069441326504e-16
1.850127122220715847e+00,1.032492081149399166e+00,1.001732250829028725e+00,-7.474865315186355122e-03,-5.196716807267962208e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201528904648815343e+00,2.974650340304888988e-16
1.850414945357340191e+00,1.032489930638475162e+00,1.001730755739263623e+00,-7.468416052230738254e-03,-5.192231596738281461e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201527584769031876e+00,3.636102063985469144e-16
1.850702768493964312e+00,1.032487781982997843e+00,1.001729261939888982e+00,-7.461972351827846246e-03,-5.187750257281146561e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201526266028905887e+00,4.425572914894708875e-16
1.850990591630588655e+00,1.032485635181366712e+00,1.001727769429790582e+00,-7.455534209183000555e-03,-5.183272785555593717e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201524948427451722e+00,1.408366674025237813e-16
1.851278414767212777e+00,1.032483490231982382e+00,1.001726278207855758e+00,-7.449101619505705055e-03,-5.178799178223576945e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201523631963686389e+00,1.633187532125951021e-16
1.851566237903837120e+00,1.032481347133247462e+00,1.001724788272972955e+00,-7.442674578009529814e-03,-5.174329431949897806e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201522316636627341e+00,3.686289969485816120e-16
1.851854061040461463e+00,1.032479205883566564e+00,1.001723299624031505e+00,-7.436253079912203030e-03,-5.169863543402262659e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201521002445292918e+00,4.641313522276804462e-16
1.852141884177085585e+00,1.032477066481344297e+00,1.001721812259921407e+00,-7.429837120435578944e-03,-5.165401509251257503e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201519689388701462e+00,3.173488897781406823e-16
1.852429707313709928e+00,1.032474928924986823e+00,1.001720326179533549e+00,-7.423426694805575383e-03,-5.160943326170302006e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201518377465873311e+00,3.271968524421133341e-16
1.852717530450334049e+00,1.032472793212902307e+00,1.001718841381760150e+00,-7.417021798252283055e-03,-5.156488990835741450e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201517066675829248e+00,1.122244132921700008e-16
1.853005353586958392e+00,1.032470659343500463e+00,1.001717357865494318e+00,-7.410622426009837171e-03,-5.152038499926738305e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201515757017590280e+00,7.617893641114075918e-18
1.853293176723582736e+00,1.032468527315191009e+00,1.001715875629629604e+00,-7.404228573316518069e-03,-5.147591850125352898e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201514448490178744e+00,1.475230398971126428e-16
1.853580999860206857e+00,1.032466397126386770e+00,1.001714394673061337e+00,-7.397840235414705236e-03,-5.143149038116509586e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201513141092618309e+00,1.813435655499318762e-16
1.853868822996831200e+00,1.032464268775500349e+00,1.001712914994685066e+00,-7.391457407550838278e-03,-5.138710060587965527e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201511834823933089e+00,1.475239119284220694e-16
1.854156646133455322e+00,1.032462142260948346e+00,1.001711436593398341e+00,-7.385080084975493252e-03,-5.134274914230374000e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201510529683147421e+00,2.950486947651484372e-16
1.854444469270079665e+00,1.032460017581143585e+00,1.001709959468097377e+00,-7.378708262943290720e-03,-5.129843595737208078e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201509225669286973e+00,3.167952338588180969e-16
1.854732292406704008e+00,1.032457894734507775e+00,1.001708483617682832e+00,-7.372341936712967746e-03,-5.125416101804821344e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201507922781379190e+00,1.475252171694723357e-16
1.855020115543328130e+00,1.032455773719456182e+00,1.001707009041053142e+00,-7.365981101547355338e-03,-5.120992429132414925e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201506621018451071e+00,2.950513030057131813e-16
1.855307938679952473e+00,1.032453654534410736e+00,1.001705535737109187e+00,-7.359625752713310799e-03,-5.116572574422018418e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201505320379530506e+00,2.342994452045767109e-16
1.855595761816576594e+00,1.032451537177793144e+00,1.001704063704752956e+00,-7.353275885481822677e-03,-5.112156534378535858e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201504020863647160e+00,2.950530381021798094e-16
1.855883584953200938e+00,1.032449421648026444e+00,1.001702592942886438e+00,-7.346931495127896269e-03,-5.107744305709685864e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201502722469830031e+00,2.950539045331518393e-16
1.856171408089825281e+00,1.032447307943533010e+00,1.001701123450413178e+00,-7.340592576930656844e-03,-5.103335885126051089e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201501425197111450e+00,2.788937480929062762e-16
1.856459231226449402e+00,1.032445196062741433e+00,1.001699655226238050e+00,-7.334259126173272442e-03,-5.098931269341054791e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201500129044521525e+00,1.350806476011528479e-16
1.856747054363073746e+00,1.032443086004076749e+00,1.001698188269265932e+00,-7.327931138142946936e-03,-5.094530455070928748e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201498834011093475e+00,1.475282496823269684e-16
1.857034877499697867e+00,1.032440977765966661e+00,1.001696722578402809e+00,-7.321608608130996364e-03,-5.090133439034774838e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201497540095860739e+00,5.778570068232375437e-16
1.857322700636322210e+00,1.032438871346843534e+00,1.001695258152557111e+00,-7.315291531432723156e-03,-5.085740217954493048e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201496247297856979e+00,1.648102618607024996e-16
1.857610523772946554e+00,1.032436766745136847e+00,1.001693794990636155e+00,-7.308979903347528895e-03,-5.081350788554830043e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201494955616117633e+00,3.015642003551321106e-16
1.857898346909570675e+00,1.032434663959278298e+00,1.001692333091549036e+00,-7.302673719178867477e-03,-5.076965147563373970e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201493665049678139e+00,4.738076606224288350e-16
1.858186170046195018e+00,1.032432562987703140e+00,1.001690872454206183e+00,-7.296372974234184398e-03,-5.072583291710498939e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201492375597574824e+00,4.927606855759945987e-16
1.858473993182819362e+00,1.032430463828846401e+00,1.001689413077518687e+00,-7.290077663825018234e-03,-5.068205217729435282e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201491087258846013e+00,3.231191857704390422e-16
1.858761816319443483e+00,1.032428366481144000e+00,1.001687954960398308e+00,-7.283787783266917372e-03,-5.063830922356215777e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201489800032529587e+00,6.540432372339700779e-17
1.859049639456067826e+00,1.032426270943033186e+00,1.001686498101757694e+00,-7.277503327879462566e-03,-5.059460402329687793e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201488513917664314e+00,1.531057986664970558e-16
1.859337462592691947e+00,1.032424177212954541e+00,1.001685042500511269e+00,-7.271224292986286017e-03,-5.055093654391532368e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201487228913290739e+00,4.425963657821739751e-16
1.859625285729316291e+00,1.032422085289347535e+00,1.001683588155573013e+00,-7.264950673915002849e-03,-5.050730675286211301e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201485945018448964e+00,2.950651006632721045e-16
1.859913108865940634e+00,1.032419995170654525e+00,1.001682135065859347e+00,-7.258682465997299584e-03,-5.046371461761027001e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201484662232181311e+00,3.866681490427451163e-16
1.860200932002564755e+00,1.032417906855318757e+00,1.001680683230286695e+00,-7.252419664568853473e-03,-5.042016010566073916e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201483380553529656e+00,4.464992354055759700e-16
1.860488755139189099e+00,1.032415820341784363e+00,1.001679232647772588e+00,-7.246162264969359390e-03,-5.037664318454244602e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201482099981537877e+00,1.716878447654947800e-16
1.860776578275813220e+00,1.032413735628497475e+00,1.001677783317235670e+00,-7.239910262542543704e-03,-5.033316382181260082e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201480820515250070e+00,2.634780477606724797e-16
1.861064401412437563e+00,1.032411652713906003e+00,1.001676335237595250e+00,-7.233663652636095759e-03,-5.028972198505600455e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201479542153710112e+00,2.950693736817029814e-16
1.861352224549061907e+00,1.032409571596456743e+00,1.001674888407771302e+00,-7.227422430601770226e-03,-5.024631764188584697e-03,-6.032613818456027122e-02,8.445659345838438803e-01,1.201478264895964543e+00,4.323802461770923334e-16
