ln_a,zeta,u,delta_b,delta_gamma,delta_nu,theta_b,theta_gamma,theta_nu,alpha,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,slip_residual,canonical_denominator
0.1358525204866487,3.361008672927716e-06,4.976219597781512e-06,0.9999893486101527,-1.4956945767287047e-05,-1.4956945767287047e-05,5.087563224552551e-06,5.195754431329602e-06,5.195754431329602e-06,3.847214008850713e-05,1.6152109248537942e-06,1.6152109248537961e-06,1.000004277268946,4.947932623839001e-06,4.947932623839001e-06,-1.9058241313213922e-21,4046.336449096144
0.13815510557964275,3.417224059619332e-06,5.057469871620946e-06,0.9999891524926404,-1.5253983874206149e-05,-1.5253983874206149e-05,5.172480464913549e-06,5.283962941679463e-06,5.283962941679463e-06,3.84763722856334e-05,1.6402458120016167e-06,1.6402458120016142e-06,1.0000043249022552,4.975895612277636e-06,4.975895612277636e-06,2.541098841763651e-21,4023.7324410474985
0.1404576906726368,3.4734178533666513e-06,5.138634112004854e-06,0.9999889556330491,-1.5552965321477304e-05,-1.5552965321477304e-05,5.257367054304711e-06,5.372170435441016e-06,5.372170435441016e-06,3.8480598796984433e-05,1.665216258638201e-06,1.6652162586382025e-06,1.0000043715353852,5.0015711265421114e-06,5.0015711265421114e-06,-1.4823076576943088e-21,4001.2229971268207
0.14276027576563083,3.5295902255029763e-06,5.219713068167603e-06,0.9999887580231481,-1.585390373200252e-05,-1.585390373200252e-05,5.342223582075488e-06,5.460376379811428e-06,5.460376379811428e-06,3.848482030899328e-05,1.690122842664631e-06,1.6901228426646267e-06,1.0000044171623526,5.024948540667891e-06,5.024948540667891e-06,4.2351647362721856e-21,3978.8080000782456
0.14506286085862488,3.585741347564173e-06,5.300707484237956e-06,0.9999885596548636,-1.6156812079504895e-05,-1.6156812079504895e-05,5.427050634374577e-06,5.5485802308671815e-06,5.5485802308671815e-06,3.848903751252502e-05,1.7149661366737815e-06,1.7149661366737826e-06,1.0000044617773163,5.046017857446928e-06,5.046017857446928e-06,-1.0587911840672243e-21,3956.487329641567
0.14736544595161893,3.64187139129273e-06,5.381618099288616e-06,0.9999883605202766,-1.6461702692956872e-05,-1.6461702692956872e-05,5.511848794178401e-06,5.636781433925195e-06,5.636781433925195e-06,3.849325110273556e-05,1.739746707995889e-06,1.7397467079958865e-06,1.0000045053745745,5.064769704197593e-06,5.064769704197593e-06,2.5410988417635198e-21,3934.260862597599
0.149668031044613,3.697980528643074e-06,5.4624456473876324e-06,0.9999881606116227,-1.6768587261145165e-05,-1.6768587261145165e-05,5.596618641321651e-06,5.724979423904052e-06,5.724979423904052e-06,3.84974617793928e-05,1.7644651187445584e-06,1.7644651187445586e-06,1.0000045479485649,5.081195328405364e-06,5.081195328405364e-06,-2.117582368129885e-22,3912.1284727742513
0.15197061613760704,3.7540689317862594e-06,5.543190857648598e-06,0.9999879599212895,-1.7077476837360876e-05,-1.7077476837360876e-05,5.681360752526802e-06,5.813173625682198e-06,5.813173625682198e-06,3.850167024663468e-05,1.7891219258623354e-06,1.7891219258623382e-06,1.0000045894938625,5.095286593233514e-06,5.095286593233514e-06,-2.7528570785759213e-21,3890.0900311006426
0.15427320123060106,3.810136773114751e-06,5.62385445428079e-06,0.9999877584418163,-1.7388381844214553e-05,-1.7388381844214553e-05,5.76607570143379e-06,5.901363454454214e-06,5.901363454454214e-06,3.850587721312004e-05,1.8137176811660388e-06,1.8137176811660394e-06,1.0000046300051793,5.107035972908609e-06,5.107035972908609e-06,-6.352747104402019e-22,3868.1454056278435
0.15657578632359512,3.8661842252477345e-06,5.704437156639999e-06,0.999987556165892,-1.77013120785746e-05,-1.77013120785746e-05,5.850764058630549e-06,5.989548316085808e-06,5.989548316085808e-06,3.851008339195872e-05,1.838252931392268e-06,1.8382529313922646e-06,1.0000046694773619,5.116436547985396e-06,5.116436547985396e-06,3.388131789017693e-21,3846.2944615683496
0.15887837141658917,3.9222114610368e-06,5.7849396792797664e-06,0.9999873530863538,-1.8016276716625022e-05,-1.8016276716625022e-05,5.935426391684168e-06,6.0777276074672074e-06,6.0777276074672074e-06,3.851428950086283e-05,1.8627282182429649e-06,1.8627282182429668e-06,1.0000047079053915,5.123482000494044e-06,5.123482000494044e-06,-1.9058241313217146e-21,3824.537061317085
0.1611809565095832,3.978218653569702e-06,5.865362731999276e-06,0.999987149196186,-1.833328431902924e-05,-1.833328431902924e-05,6.020063265168878e-06,6.165900716861127e-06,6.165900716861127e-06,3.851849626208042e-05,1.8871440784295686e-06,1.8871440784295746e-06,1.000004745284382,5.128166608967866e-06,5.128166608967866e-06,-5.929230630779672e-21,3802.87306449067
0.16348354160257725,4.034205976178397e-06,5.945707019898048e-06,0.999986944488519,-1.8652342836223254e-05,-1.8652342836223254e-05,6.104675240701054e-06,6.254067024255411e-06,6.254067024255411e-06,3.852270440236505e-05,1.911501043719647e-06,1.911501043719651e-06,1.0000047816095787,5.130485243368937e-06,5.130485243368937e-06,-3.811648262643951e-21,3781.302327963621
0.1657861266955713,4.09017360244042e-06,6.025973243419549e-06,0.9999867389566272,-1.8973459613787794e-05,-1.8973459613787794e-05,6.189262876963298e-06,6.34222590170237e-06,6.34222590170237e-06,3.852691465312886e-05,1.935799640979131e-06,1.935799640979129e-06,1.0000048168763573,5.130433359890402e-06,5.130433359890402e-06,1.694065894508971e-21,3759.8247058894503
