ln_a,a,Q,H_over_Hd,Q_prime,H_prime_over_Hd,D_over_Hd2,Xi_over_Hd2,Bq_over_Hd,Sigma_A,friedmann_scaled_residual,current_scaled_residual
-29.371130000131316,1.755012902585331e-13,4.183433467333965,4.7605661348021555e+23,-0.37499999999999967,-9.521132267121538e+23,1.479956825374129e+39,1.479956825374129e+39,0.0,0.0625,2.220622835420858e-16,8.168655996495141e-16
-29.302228048200924,1.8802000123329026e-13,4.157595235360066,4.147736207463338e+23,-0.3750000000000024,-8.295472412624831e+23,1.2035879565269936e+39,1.2035879565269936e+39,0.0,0.0625,3.8204343059472083e-17,-6.152164123099124e-15
-29.23332609627053,2.0143168640919797e-13,4.131757003386171,3.6137961661692584e+23,-0.37499999999999967,-7.227592330204513e+23,9.788285335490493e+38,9.788285335490493e+38,0.0,0.0625,3.59129921279636e-18,9.26305612918197e-16
-29.164424144340142,2.1580004267370087e-13,4.1059187714122745,3.1485904786214984e+23,-0.3749999999999997,-6.29718095526469e+23,7.960409481451035e+38,7.960409481451035e+38,0.0,0.0625,-1.572610744238265e-16,9.491705659360319e-16
-29.09552219240975,2.31193310487246e-13,4.080080539438378,2.743270938991913e+23,-0.37499999999999967,-5.4865418761499393e+23,6.473873302672795e+38,6.473873302672795e+38,0.0,0.0625,-6.466058733340038e-17,8.169839311854268e-16
-29.026620240479357,2.4768459798162043e-13,4.05424230746448,2.3901283751686427e+23,-0.37499999999999967,-4.780256748637359e+23,5.2649346288929065e+38,5.2649346288929065e+38,0.0,0.0625,1.5078277981991415e-16,8.610689672529026e-16
-28.957718288548968,2.6535222817660645e-13,4.028404075490585,2.082446020407654e+23,-0.3749999999999997,-4.164892039239634e+23,4.2817545772902625e+38,4.2817545772902625e+38,0.0,0.0625,2.721271007742638e-16,7.058588937036333e-16
-28.888816336618575,2.842801109640051e-13,4.002565843516687,1.814371760520879e+23,-0.3749999999999998,-3.628743519581327e+23,3.4821747186632566e+38,3.4821747186632566e+38,0.0,0.0625,-1.8211521721864266e-16,6.509541005017658e-16
-28.819914384688182,3.045581416257041e-13,3.9767276115427888,1.5808068267443035e+23,-0.37500000000000033,-3.161613652135057e+23,2.8319093381973427e+38,2.8319093381973427e+38,0.0,0.0625,1.7168806066471448e-16,-9.338311769861871e-16
-28.75101243275779,3.2628262777851154e-13,3.9508893795688924,1.3773088172255794e+23,-0.3750000000000003,-2.754617633196732e+23,2.303075275570337e+38,2.303075275570337e+38,0.0,0.0625,7.215908108883449e-17,-8.201844781995131e-16
-28.682110480827397,3.4955674677345643e-13,3.925051147594996,1.2000072026014301e+23,-0.3750000000000003,-2.4000144040403572e+23,1.8729963044366928e+38,1.8729963044366928e+38,0.0,0.0625,1.0154978715916883e-16,-8.068127368637647e-16
-28.613208528897008,3.74491035721912e-13,3.8992129156210997,1.0455297085819785e+23,-0.3750000000000004,-2.0910594160866984e+23,1.523230783485682e+38,1.523230783485682e+38,0.0,0.0625,-2.2881353530797575e-16,-9.920737493633312e-16
-28.544306576966616,4.0120391647585925e-13,3.8733746836472016,9.109381753397405e+22,-0.3750000000000004,-1.821876349681268e+23,1.2387808850782471e+38,1.2387808850782471e+38,0.0,0.0625,-9.543152947261254e-17,-9.14905912369745e-16
-28.475404625036226,4.2982225805558687e-13,3.847536451673307,7.9367267374985e+22,-0.3750000000000004,-1.5873453465747827e+23,1.0074494934534084e+38,1.0074494934534084e+38,0.0,0.0625,-1.4043713061106632e-16,-9.374894748682577e-16
-28.406502673105834,4.604819791960344e-13,3.821698219699409,6.9150281557298e+22,-0.37500000000000033,-1.3830056302890032e+23,8.193171965156625e+37,8.193171965156625e+37,0.0,0.0625,-2.3182196912716827e-17,-8.069296121372344e-16
-28.33760072117544,4.933286938734441e-13,3.795859987725511,6.024853315015111e+22,-0.3750000000000003,-1.2049706622090768e+23,6.663169447881899e+37,6.663169447881899e+37,0.0,0.0625,-2.524069489173902e-16,-8.504721099723728e-16
-28.26869876924505,5.28518402878195e-13,3.7700217557516145,5.249271102037919e+22,-0.37500000000000033,-1.0498542196720574e+23,5.418881390504132e+37,5.418881390504132e+37,0.0,0.0625,1.3152232028814027e-17,-8.714651867348415e-16
-28.199796817314656,5.662182347183241e-13,3.744183523777718,4.573529953697226e+22,-0.37500000000000033,-9.147059900580787e+22,4.406953140548807e+37,4.406953140548807e+37,0.0,0.0625,-2.479343570774965e-16,-8.572573988897108e-16
-28.130894865384267,6.066072393725556e-13,3.718345291803822,3.984777282578697e+22,-0.3750000000000004,-7.969554558845808e+22,3.5839935557597034e+37,3.5839935557597034e+37,0.0,0.0625,2.0261759359421086e-16,-1.054101556690692e-15
-28.061992913453874,6.498772386626668e-13,3.6925070598299237,3.471815020917312e+22,-0.37500000000000033,-6.943630035988466e+22,2.9147144065451276e+37,2.9147144065451276e+37,0.0,0.0625,-1.5278024545003553e-16,-9.721089254436754e-16
-27.99309096152348,6.962337372838822e-13,3.6666688278560273,3.02488663350148e+22,-0.37500000000000033,-6.049773261588232e+22,2.370417228588187e+37,2.370417228588187e+37,0.0,0.0625,1.3089663505588489e-16,-7.968835909418813e-16
-27.924189009593093,7.458968988201415e-13,3.640830595882131,2.6354915485063485e+22,-0.37500000000000033,-5.270983091997866e+22,1.9277627423703145e+37,1.9277627423703145e+37,0.0,0.0625,7.170454760998071e-17,-8.573815816007059e-16
-27.8552870576627,7.991025913796754e-13,3.614992363908233,2.296223476733663e+22,-0.37500000000000033,-4.592446948823145e+22,1.5677700727329178e+37,1.5677700727329178e+37,0.0,0.0625,1.3255854478719552e-16,-7.530387530994372e-16
-27.786385105732307,8.561035078169563e-13,3.5891541319343365,2.00062954409241e+22,-0.37500000000000033,-4.001259083884164e+22,1.2750028553487112e+37,1.2750028553487112e+37,0.0,0.0625,-3.117830425097859e-17,-9.2595213866758e-16
-27.717483153801915,9.171703658614096e-13,3.56331589996044,1.743087558021594e+22,-0.3750000000000004,-3.486175112060898e+22,1.036907330622522e+37,1.036907330622522e+37,0.0,0.0625,1.3360956098121494e-16,-9.108560318566755e-16
-27.648581201871522,9.82593193852687e-13,3.537477667986542,1.5186990734644758e+22,-0.37500000000000033,-3.0373981432416995e+22,8.432740427115746e+36,8.432740427115746e+36,0.0,0.0625,3.819431861376018e-17,-8.400056642947388e-16
